Restart,Iteration,RunTime,Distance,RunTimeSinceBeginningOfRun,BestDistance
0,0,0.3125,7717809.980111394,0.375,7527578.413103944
0,1,0.46875,7410835.754804847,0.53125,7410835.754804847
0,2,0.625,7346593.4716254575,0.6875,7346593.4716254575
0,3,0.828125,7293547.659692797,0.890625,7293547.659692797
0,4,1.015625,7212544.870745336,1.078125,7212544.870745336
0,5,1.171875,7156745.947566213,1.234375,7156745.947566213
0,6,1.34375,7113380.080998545,1.40625,7113380.080998545
0,7,1.5,7063699.120162898,1.5625,7063699.120162898
0,8,1.65625,7028227.623104185,1.71875,7028227.623104185
0,9,1.8125,6992930.089253981,1.875,6992930.089253981
0,10,1.96875,6960242.049826982,2.03125,6960242.049826982
0,11,2.15625,6929968.389616684,2.21875,6929968.389616684
0,12,2.3125,6902135.06405902,2.375,6902135.06405902
0,13,2.484375,6844639.015034502,2.546875,6844639.015034502
0,14,2.640625,6817413.338313572,2.703125,6817413.338313572
0,15,2.796875,6794304.824858399,2.859375,6794304.824858399
0,16,2.953125,6776321.928473989,3.015625,6776321.928473989
0,17,3.125,6758479.090735328,3.1875,6758479.090735328
0,18,3.28125,6742369.795769583,3.34375,6742369.795769583
0,19,3.453125,6726935.2811630545,3.515625,6726935.2811630545
0,20,3.609375,6713600.082817594,3.671875,6713600.082817594
0,21,3.765625,6700311.361313873,3.828125,6700311.361313873
0,22,3.921875,6687797.869764829,3.984375,6687797.869764829
0,23,4.109375,6676209.66040799,4.171875,6676209.66040799
0,24,4.265625,6667818.698463021,4.328125,6667818.698463021
0,25,4.421875,6659925.585145394,4.484375,6659925.585145394
0,26,4.578125,6652841.376094829,4.640625,6652841.376094829
0,27,4.765625,6646853.932695588,4.828125,6646853.932695588
0,28,4.921875,6642095.785728625,4.984375,6642095.785728625
0,29,5.09375,6637449.072927812,5.15625,6637449.072927812
0,30,5.25,6632937.788277268,5.3125,6632937.788277268
0,31,5.40625,6616811.417744848,5.46875,6616811.417744848
0,32,5.578125,6596527.612095459,5.640625,6596527.612095459
0,33,5.734375,6592440.1396308215,5.796875,6592440.1396308215
0,34,5.90625,6588666.961828142,5.96875,6588666.961828142
0,35,6.0625,6585074.064132426,6.125,6585074.064132426
0,36,6.234375,6581944.598627606,6.296875,6581944.598627606
0,37,6.390625,6578835.944919823,6.453125,6578835.944919823
0,38,6.546875,6575749.107121725,6.609375,6575749.107121725
