Restart,Iteration,RunTime,Distance,RunTimeSinceBeginningOfRun,BestDistance
0,0,0.0625,4438759.575178579,0.078125,4322950.925928263
0,1,0.125,4092836.174957482,0.140625,4092836.174957482
0,2,0.171875,4038879.32383981,0.1875,4038879.32383981
0,3,0.21875,3988267.035991762,0.234375,3988267.035991762
0,4,0.265625,3944401.693422495,0.28125,3944401.693422495
0,5,0.3125,3910339.7862528334,0.328125,3910339.7862528334
0,6,0.34375,3881533.652760242,0.359375,3881533.652760242
0,7,0.390625,3854746.214688207,0.40625,3854746.214688207
0,8,0.4375,3824328.8073026664,0.453125,3824328.8073026664
0,9,0.484375,3798357.591287417,0.5,3798357.591287417
0,10,0.53125,3774116.0380609035,0.546875,3774116.0380609035
0,11,0.578125,3746615.0697452575,0.59375,3746615.0697452575
0,12,0.609375,3724027.347979278,0.625,3724027.347979278
0,13,0.65625,3711538.7607164024,0.671875,3711538.7607164024
0,14,0.703125,3700537.7955548647,0.71875,3700537.7955548647
0,15,0.765625,3689756.9923366015,0.78125,3689756.9923366015
0,16,0.828125,3679637.245399017,0.84375,3679637.245399017
0,17,0.859375,3656651.5600856384,0.875,3656651.5600856384
0,18,0.90625,3646850.2473628013,0.921875,3646850.2473628013
0,19,0.953125,3637296.81820379,0.96875,3637296.81820379
0,20,1.015625,3627894.7134369323,1.03125,3627894.7134369323
0,21,1.078125,3618719.5918182028,1.09375,3618719.5918182028
0,22,1.125,3600390.010536736,1.140625,3600390.010536736
0,23,1.171875,3549330.660253252,1.1875,3549330.660253252
0,24,1.21875,3541282.4752613828,1.234375,3541282.4752613828
0,25,1.265625,3534396.6419131914,1.28125,3534396.6419131914
0,26,1.3125,3529876.6242343197,1.328125,3529876.6242343197
0,27,1.34375,3525858.7597142267,1.359375,3525858.7597142267
0,28,1.390625,3519925.1884956066,1.40625,3519925.1884956066
0,29,1.4375,3506980.7876199163,1.453125,3506980.7876199163
0,30,1.484375,3503209.0287655727,1.5,3503209.0287655727
0,31,1.53125,3500837.569369665,1.546875,3500837.569369665
0,32,1.578125,3498053.2386156693,1.59375,3498053.2386156693
0,33,1.609375,3496148.246037433,1.625,3496148.246037433
0,34,1.65625,3495121.8220845396,1.671875,3495121.8220845396
0,35,1.703125,3494598.143836271,1.71875,3494598.143836271
0,36,1.75,3494103.678304046,1.765625,3494103.678304046
0,37,1.796875,3493646.362360736,1.8125,3493646.362360736
0,38,1.84375,3493299.7685225704,1.859375,3493299.7685225704
