RunNo,Restart,Cost,Time,InitialSolutionGenerationTime,Iterations,HeuristicCalls,HeuristicQueenCalls,AvgNumIterationsBeforeLocalMinima
0,293,0,45.515625,0.0625,19784,39568,2116888,66.38566552901024
1,107,0,16.3125,0.015625,7115,14230,761305,65.21495327102804
2,548,0,80.40625,0.078125,34975,69950,3742325,62.73905109489051
3,418,0,62.34375,0.109375,27666,55332,2960262,65.10287081339713
4,2,0,0.390625,0.0,126,252,13482,45.5
5,626,0,92.796875,0.0625,39708,79416,4248756,62.36261980830671
6,541,0,78.953125,0.046875,34920,69840,3736440,63.44547134935305
7,87,0,12.359375,0.03125,5575,11150,596525,62.71264367816092
8,263,0,37.109375,0.0,16780,33560,1795460,62.638783269961976
9,353,0,53.90625,0.0625,22650,45300,2423550,62.90934844192635
10,102,0,14.578125,0.015625,6740,13480,721180,64.74509803921569
11,36,0,5.421875,0.0,2463,4926,263541,65.94444444444444
12,309,0,46.078125,0.046875,19698,39396,2107686,62.58576051779935
13,119,0,17.09375,0.0,7883,15766,843481,64.87394957983193
14,286,0,41.359375,0.03125,18191,36382,1946437,62.43006993006993
15,1000,5,149.625,0.09375,65981,131962,7059967,64.91508491508492
16,6,0,0.96875,0.0,400,800,42800,57.5
17,226,0,32.59375,0.0,14480,28960,1549360,62.91150442477876
18,90,0,12.921875,0.03125,5900,11800,631300,64.07777777777778
19,418,0,61.140625,0.03125,27256,54512,2916392,64.0933014354067
20,209,0,31.875,0.0,13573,27146,1452311,63.67942583732057
21,40,0,5.734375,0.0,2676,5352,286332,65.0
22,312,0,44.9375,0.015625,19676,39352,2105332,61.90384615384615
23,46,0,6.671875,0.0,3094,6188,331058,65.56521739130434
24,11,0,1.71875,0.0,710,1420,75970,60.45454545454545
25,211,0,33.46875,0.015625,13497,26994,1444179,62.78199052132702
26,444,0,63.5625,0.046875,28461,56922,3045327,62.997747747747745
27,459,0,65.015625,0.046875,29309,58618,3136063,62.769063180827885
28,89,0,12.890625,0.015625,5748,11496,615036,63.20224719101124
29,9,0,1.46875,0.0,589,1178,63023,60.77777777777778
30,909,0,132.5625,0.046875,57459,114918,6148113,62.165016501650165
31,130,0,18.25,0.015625,8455,16910,904685,63.776923076923076
32,66,0,9.609375,0.03125,4340,8680,464380,63.92424242424242
33,965,0,138.390625,0.078125,61209,122418,6549363,62.37720207253886
34,208,0,29.328125,0.03125,12927,25854,1383189,60.99038461538461
35,129,0,18.765625,0.015625,8686,17372,929402,65.73643410852713
36,76,0,11.453125,0.015625,5197,10394,556079,67.01315789473684
37,11,0,1.796875,0.0,764,1528,81748,63.27272727272727
38,931,0,137.15625,0.0625,59991,119982,6419037,63.3609022556391
39,92,0,13.328125,0.03125,5899,11798,631193,62.59782608695652
40,151,0,22.0625,0.0,10123,20246,1083161,65.79470198675497
41,101,0,14.421875,0.015625,6374,12748,682018,61.54455445544554
42,59,0,8.3125,0.0,3735,7470,399645,61.779661016949156
43,598,0,90.40625,0.046875,39596,79192,4236772,65.15551839464882
44,101,0,14.609375,0.015625,6166,12332,659762,59.603960396039604
45,421,0,69.234375,0.0,27705,55410,2964435,64.70783847980998
46,81,0,11.640625,0.0,5270,10540,563890,63.5679012345679
47,414,0,57.8125,0.0625,26404,52808,2825228,62.67632850241546
48,310,0,43.703125,0.0,19798,39596,2118386,62.71935483870968
49,220,0,32.953125,0.0,14132,28264,1512124,63.04090909090909
50,190,0,27.28125,0.015625,12223,24446,1307861,63.142105263157895
51,220,0,34.203125,0.03125,14387,28774,1539409,64.2090909090909
52,30,0,4.296875,0.0,1910,3820,204370,61.166666666666664
53,212,0,30.171875,0.046875,13290,26580,1422030,61.528301886792455
54,945,0,132.953125,0.046875,60749,121498,6500143,63.20846560846561
55,551,0,81.03125,0.046875,35274,70548,3774318,62.89110707803993
56,122,0,17.609375,0.0,7815,15630,836205,62.60655737704918
57,40,0,5.78125,0.0,2501,5002,267607,60.05
58,28,0,4.0625,0.0,1879,3758,201053,64.96428571428571
59,94,0,13.609375,0.0,6154,12308,658478,64.13829787234043
60,563,0,80.03125,0.078125,36140,72280,3866980,63.10657193605684
61,101,0,14.1875,0.015625,6437,12874,688759,62.31683168316832
62,219,0,31.4375,0.03125,14037,28074,1501959,62.9634703196347
63,130,0,18.515625,0.0,8410,16820,899870,63.4
64,39,0,5.59375,0.0,2498,4996,267286,62.41025641025641
65,37,0,5.390625,0.015625,2425,4850,259475,63.16216216216216
66,131,0,18.765625,0.0,8391,16782,897837,62.74809160305343
67,656,0,96.359375,0.015625,42584,85168,4556488,63.833841463414636
68,104,0,15.03125,0.015625,6999,13998,748893,65.79807692307692
69,1000,3,142.203125,0.109375,64051,128102,6853457,62.98701298701299
70,221,0,31.734375,0.03125,14271,28542,1526997,63.425339366515836
71,1000,2,144.75,0.109375,64209,128418,6870363,63.14485514485514
72,168,0,24.390625,0.0,11012,22024,1178284,64.33333333333333
73,197,0,28.09375,0.0,12459,24918,1333113,61.93908629441624
74,362,0,52.046875,0.03125,23418,46836,2505726,63.57182320441989
75,127,0,19.5625,0.0,8226,16452,880182,63.32283464566929
76,796,0,116.09375,0.09375,51467,102934,5506969,63.57663316582914
77,1000,3,142.5625,0.046875,64102,128204,6858914,63.03796203796204
78,1000,4,146.640625,0.109375,65465,130930,7004755,64.3996003996004
79,540,0,77.453125,0.0625,35390,70780,3786730,64.4574074074074
80,85,0,12.09375,0.015625,5575,11150,596525,63.917647058823526
81,824,0,121.453125,0.015625,54442,108884,5825294,65.01820388349515
82,60,0,8.609375,0.0,3854,7708,412378,62.28333333333333
83,633,0,89.140625,0.03125,40880,81760,4374160,63.50394944707741
84,1000,2,147.96875,0.0625,64436,128872,6894652,63.37162837162837
85,285,0,41.484375,0.03125,18186,36372,1945902,62.66315789473684
86,318,0,45.375,0.015625,20199,40398,2161293,62.41509433962264
87,231,0,32.6875,0.0,14548,29096,1556636,61.83549783549783
88,639,0,90.515625,0.0625,41323,82646,4421561,63.58059467918623
89,130,0,24.28125,0.0,8138,16276,870766,61.315384615384616
90,317,0,48.6875,0.015625,20496,40992,2193072,63.50788643533123
91,199,0,29.3125,0.03125,12989,25978,1389823,63.959798994974875
92,776,0,112.03125,0.09375,49787,99574,5327209,63.1069587628866
93,132,0,18.921875,0.015625,8644,17288,924908,64.15151515151516
94,126,0,17.78125,0.0,7922,15844,847654,61.53968253968254
95,554,0,84.484375,0.109375,35540,71080,3802780,63.06317689530686
96,250,0,36.796875,0.0,16154,32308,1728478,63.436
97,853,0,113.5,0.03125,54592,109184,5841344,62.922626025791324
98,20,0,2.734375,0.015625,1417,2834,151619,67.55
99,231,0,30.328125,0.0,14960,29920,1600720,63.6017316017316
100,76,0,10.078125,0.015625,4981,9962,532967,63.71052631578947
101,712,0,97.671875,0.078125,45597,91194,4878879,62.98876404494382
102,653,0,85.953125,0.0625,42526,85052,4550282,64.03522205206738
103,775,0,107.171875,0.09375,50136,100272,5364552,63.63225806451613
104,179,0,23.375,0.015625,11539,23078,1234673,63.18994413407821
105,30,0,4.0625,0.0,1981,3962,211967,63.53333333333333
106,783,0,103.59375,0.078125,50136,100272,5364552,62.94508301404853
107,102,0,13.65625,0.015625,6711,13422,718077,64.1078431372549
108,82,0,12.53125,0.015625,5382,10764,575874,64.29268292682927
109,1000,2,138.171875,0.140625,64589,129178,6911023,63.52447552447553
110,176,0,22.75,0.03125,11119,22238,1189733,61.81818181818182
111,810,0,106.890625,0.125,51388,102776,5498516,62.39753086419753
112,451,0,63.453125,0.015625,28461,56922,3045327,62.019955654102
113,1000,2,131.171875,0.109375,63307,126614,6773849,62.243756243756245
114,362,0,47.5625,0.03125,23347,46694,2498129,63.306629834254146
115,557,0,78.046875,0.09375,35538,71076,3802566,62.712746858168764
116,987,0,119.421875,0.0625,63452,126904,6789364,63.239108409321176
117,129,0,15.4375,0.015625,8462,16924,905434,64.31007751937985
118,51,0,6.234375,0.015625,3321,6642,355347,63.11764705882353
119,457,0,53.84375,0.046875,29551,59102,3161957,63.57768052516411
120,98,0,16.03125,0.0,6474,12948,692718,64.62244897959184
121,192,0,22.25,0.0,12387,24774,1325409,63.223958333333336
122,510,0,61.984375,0.046875,33563,67126,3591241,64.73137254901961
123,281,0,34.671875,0.03125,18801,37602,2011707,65.69039145907473
124,495,0,57.5,0.0625,31674,63348,3389118,62.903030303030306
125,187,0,22.0625,0.015625,12081,24162,1292667,63.38502673796791
126,128,0,14.859375,0.0,8408,16816,899656,64.5
127,410,0,53.203125,0.078125,25422,50844,2720154,60.9
128,879,0,103.015625,0.0625,56421,112842,6037047,63.11376564277588
129,154,0,18.28125,0.0,10163,20326,1087441,64.74025974025975
130,1000,2,120.03125,0.140625,64500,129000,6901500,63.43556443556444
131,687,0,79.28125,0.046875,43712,87424,4677184,62.56768558951965
132,105,0,12.28125,0.0,6874,13748,735518,63.98095238095238
133,341,0,40.046875,0.03125,22085,44170,2363095,63.65395894428153
134,412,0,53.078125,0.03125,26755,53510,2862785,63.86407766990291
135,140,0,16.640625,0.015625,8900,17800,952300,62.02142857142857
136,370,0,43.671875,0.0,24165,48330,2585655,64.1891891891892
137,737,0,86.140625,0.0625,47091,94182,5038737,62.84396200814111
138,255,0,29.578125,0.0,15982,31964,1710074,61.45882352941177
139,87,0,14.6875,0.015625,5666,11332,606262,63.49425287356322
140,115,0,13.65625,0.03125,7317,14634,782919,62.26086956521739
141,454,0,52.859375,0.015625,29195,58390,3123865,63.118942731277535
142,384,0,44.53125,0.046875,24472,48944,2618504,62.643229166666664
143,102,0,11.96875,0.0,6778,13556,725246,65.03921568627452
144,736,0,86.203125,0.015625,48508,97016,5190356,64.83288043478261
145,178,0,25.515625,0.015625,11691,23382,1250937,64.43820224719101
146,836,0,100.171875,0.078125,54503,109006,5831821,64.08612440191388
