RunNo,Restart,Cost,Time,InitialSolutionGenerationTime,Iterations,HeuristicCalls,HeuristicQueenCalls,AvgNumIterationsBeforeLocalMinima
56,122,0,12.34375,0.0,7815,15630,836205,62.60655737704918
57,40,0,3.921875,0.0,2501,5002,267607,60.05
58,28,0,2.890625,0.0,1879,3758,201053,64.96428571428571
59,94,0,9.515625,0.0,6154,12308,658478,64.13829787234043
60,563,0,58.046875,0.015625,36140,72280,3866980,63.10657193605684
61,101,0,10.03125,0.015625,6437,12874,688759,62.31683168316832
62,219,0,22.359375,0.03125,14037,28074,1501959,62.9634703196347
63,130,0,13.21875,0.046875,8410,16820,899870,63.4
64,39,0,4.171875,0.0,2498,4996,267286,62.41025641025641
65,37,0,3.84375,0.0,2425,4850,259475,63.16216216216216
66,131,0,13.375,0.015625,8391,16782,897837,62.74809160305343
67,656,0,70.125,0.09375,42584,85168,4556488,63.833841463414636
68,104,0,10.921875,0.015625,6999,13998,748893,65.79807692307692
69,1000,3,104.640625,0.078125,64051,128102,6853457,62.98701298701299
70,221,0,23.625,0.03125,14271,28542,1526997,63.425339366515836
71,1000,2,106.328125,0.015625,64209,128418,6870363,63.14485514485514
72,168,0,17.328125,0.0,11012,22024,1178284,64.33333333333333
73,197,0,20.28125,0.015625,12459,24918,1333113,61.93908629441624
74,362,0,38.03125,0.015625,23418,46836,2505726,63.57182320441989
75,127,0,14.515625,0.015625,8226,16452,880182,63.32283464566929
76,796,0,83.5,0.0625,51467,102934,5506969,63.57663316582914
77,1000,3,100.21875,0.0625,64102,128204,6858914,63.03796203796204
78,1000,4,104.71875,0.125,65465,130930,7004755,64.3996003996004
79,540,0,54.40625,0.015625,35390,70780,3786730,64.4574074074074
80,85,0,8.59375,0.0,5575,11150,596525,63.917647058823526
81,824,0,88.625,0.0,54442,108884,5825294,65.01820388349515
82,60,0,6.25,0.0,3854,7708,412378,62.28333333333333
83,633,0,64.109375,0.046875,40880,81760,4374160,63.50394944707741
84,1000,2,107.5625,0.015625,64436,128872,6894652,63.37162837162837
85,285,0,28.875,0.0,18186,36372,1945902,62.66315789473684
86,318,0,32.9375,0.046875,20199,40398,2161293,62.41509433962264
87,231,0,22.9375,0.0,14548,29096,1556636,61.83549783549783
88,639,0,65.5625,0.0625,41323,82646,4421561,63.58059467918623
89,130,0,18.125,0.0,8138,16276,870766,61.315384615384616
90,317,0,31.640625,0.0,20496,40992,2193072,63.50788643533123
91,199,0,19.75,0.015625,12989,25978,1389823,63.959798994974875
92,776,0,75.96875,0.0625,49787,99574,5327209,63.1069587628866
93,132,0,13.234375,0.03125,8644,17288,924908,64.15151515151516
94,126,0,12.640625,0.0,7922,15844,847654,61.53968253968254
95,554,0,58.453125,0.0625,35540,71080,3802780,63.06317689530686
96,250,0,24.875,0.015625,16154,32308,1728478,63.436
97,853,0,85.625,0.0625,54592,109184,5841344,62.922626025791324
98,20,0,2.21875,0.0,1417,2834,151619,67.55
99,231,0,22.84375,0.046875,14960,29920,1600720,63.6017316017316
