Restart,Iteration,RunTime,Distance,RunTimeSinceBeginningOfRun,BestDistance
Description =  
Restart,Iteration,RunTime,Distance
0,0,0.0,1783027.1251792007,0.0,1712228.2322904523
0,1,0.0,1779010.9212261601,0.0,1712228.2322904523
0,2,0.0,1740401.411401299,0.0,1712228.2322904523
0,3,0.0,1740401.411401299,0.0,1712228.2322904523
0,4,0.0,1740401.411401299,0.0,1712228.2322904523
0,5,0.0,1740401.411401299,0.0,1712228.2322904523
0,6,0.0,1740401.411401299,0.0,1712228.2322904523
0,7,0.0,1738664.5279517223,0.0,1712228.2322904523
0,8,0.0,1714152.0722211828,0.0,1712228.2322904523
0,9,0.0,1714152.0722211828,0.0,1712228.2322904523
0,10,0.0,1629577.5260654422,0.0,1629577.5260654422
0,11,0.0,1629577.5260654422,0.0,1629577.5260654422
0,12,0.0,1629577.5260654422,0.0,1629577.5260654422
0,13,0.0,1629577.5260654422,0.0,1629577.5260654422
0,14,0.0,1629577.5260654422,0.0,1629577.5260654422
0,15,0.0,1629577.5260654422,0.0,1629577.5260654422
0,16,0.0,1626979.12165962,0.0,1626979.12165962
0,17,0.0,1615099.0383768782,0.0,1615099.0383768782
0,18,0.0,1615099.0383768782,0.0,1615099.0383768782
0,19,0.0,1615099.0383768782,0.0,1615099.0383768782
0,20,0.0,1615099.0383768782,0.0,1615099.0383768782
0,21,0.0,1594524.7003758214,0.0,1594524.7003758214
0,22,0.0,1594524.7003758214,0.0,1594524.7003758214
0,23,0.0,1594524.7003758214,0.0,1594524.7003758214
0,24,0.0,1577323.063813817,0.0,1577323.063813817
0,25,0.0,1577323.063813817,0.0,1577323.063813817
0,26,0.0,1577323.063813817,0.0,1577323.063813817
0,27,0.0,1577323.063813817,0.0,1577323.063813817
0,28,0.0,1577323.063813817,0.0,1577323.063813817
0,29,0.0,1577323.063813817,0.0,1577323.063813817
0,30,0.0,1577323.063813817,0.0,1577323.063813817
0,31,0.0,1577323.063813817,0.0,1577323.063813817
0,32,0.0,1573071.4151430721,0.0,1573071.4151430721
0,33,0.0,1564370.39202593,0.0,1564370.39202593
0,34,0.0,1551611.7832793891,0.0,1551611.7832793891
0,35,0.0,1551611.7832793891,0.0,1551611.7832793891
0,36,0.0,1551611.7832793891,0.0,1551611.7832793891
0,37,0.0,1551611.7832793891,0.0,1551611.7832793891
0,38,0.0,1551611.7832793891,0.0,1551611.7832793891
0,39,0.0,1551611.7832793891,0.0,1551611.7832793891
0,40,0.0,1551611.7832793891,0.0,1551611.7832793891
0,41,0.0,1551611.7832793891,0.0,1551611.7832793891
0,42,0.0,1551611.7832793891,0.0,1551611.7832793891
0,43,0.0,1551611.7832793891,0.0,1551611.7832793891
0,44,0.0,1551611.7832793891,0.0,1551611.7832793891
0,45,0.0,1551611.7832793891,0.0,1551611.7832793891
0,46,0.0,1551611.7832793891,0.0,1551611.7832793891
0,47,0.0,1551611.7832793891,0.0,1551611.7832793891
0,48,0.0,1551611.7832793891,0.0,1551611.7832793891
0,49,0.0,1551611.7832793891,0.0,1551611.7832793891
0,50,0.0,1551611.7832793891,0.0,1551611.7832793891
0,51,0.0,1551611.7832793891,0.0,1551611.7832793891
0,52,0.0,1551611.7832793891,0.0,1551611.7832793891
0,53,0.0,1551611.7832793891,0.0,1551611.7832793891
0,54,0.0,1551611.7832793891,0.0,1551611.7832793891
0,55,0.0,1551611.7832793891,0.0,1551611.7832793891
0,56,0.0,1551611.7832793891,0.0,1551611.7832793891
0,57,0.0,1551611.7832793891,0.0,1551611.7832793891
0,58,0.0,1551611.7832793891,0.0,1551611.7832793891
0,59,0.0,1551611.7832793891,0.0,1551611.7832793891
0,60,0.0,1551611.7832793891,0.0,1551611.7832793891
0,61,0.0,1551611.7832793891,0.0,1551611.7832793891
0,62,0.0,1551611.7832793891,0.0,1551611.7832793891
0,63,0.0,1533278.3148614287,0.0,1533278.3148614287
0,64,0.0,1533278.3148614287,0.0,1533278.3148614287
0,65,0.0,1533278.3148614287,0.0,1533278.3148614287
0,66,0.0,1533278.3148614287,0.0,1533278.3148614287
0,67,0.0,1533278.3148614287,0.0,1533278.3148614287
0,68,0.0,1533278.3148614287,0.0,1533278.3148614287
0,69,0.0,1533278.3148614287,0.0,1533278.3148614287
0,70,0.0,1533278.3148614287,0.0,1533278.3148614287
0,71,0.0,1533278.3148614287,0.0,1533278.3148614287
0,72,0.0,1533278.3148614287,0.0,1533278.3148614287
0,73,0.0,1533278.3148614287,0.0,1533278.3148614287
0,74,0.0,1533278.3148614287,0.0,1533278.3148614287
0,75,0.0,1533278.3148614287,0.0,1533278.3148614287
0,76,0.0,1533278.3148614287,0.0,1533278.3148614287
0,77,0.0,1533278.3148614287,0.0,1533278.3148614287
0,78,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,79,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,80,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,81,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,82,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,83,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,84,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,85,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,86,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,87,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,88,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,89,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,90,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,91,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,92,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,93,0.015625,1533278.3148614287,0.015625,1533278.3148614287
0,94,0.015625,1533278.3148614287,0.015625,1533278.3148614287
