Restart,Iteration,RunTime,Distance,RunTimeSinceBeginningOfRun,BestDistance
Description =  
Restart,Iteration,RunTime,Distance
0,0,0.0,1721537.4691782347,0.0,1716265.04563222
0,1,0.0,1698128.1038703702,0.0,1698128.1038703702
0,2,0.0,1669968.4786897446,0.0,1669968.4786897446
0,3,0.015625,1601887.3956353648,0.015625,1601887.3956353648
0,4,0.015625,1601887.3956353648,0.015625,1601887.3956353648
0,5,0.015625,1601887.3956353648,0.015625,1601887.3956353648
0,6,0.015625,1601887.3956353648,0.015625,1601887.3956353648
0,7,0.015625,1577092.3466493606,0.015625,1577092.3466493606
0,8,0.015625,1577092.3466493606,0.015625,1577092.3466493606
0,9,0.015625,1577092.3466493606,0.015625,1577092.3466493606
0,10,0.015625,1577092.3466493606,0.015625,1577092.3466493606
0,11,0.015625,1556991.425433192,0.015625,1556991.425433192
0,12,0.015625,1556991.425433192,0.015625,1556991.425433192
0,13,0.015625,1556991.425433192,0.015625,1556991.425433192
0,14,0.015625,1556991.425433192,0.015625,1556991.425433192
0,15,0.015625,1556991.425433192,0.015625,1556991.425433192
0,16,0.015625,1556991.425433192,0.015625,1556991.425433192
0,17,0.015625,1556991.425433192,0.015625,1556991.425433192
0,18,0.015625,1556991.425433192,0.015625,1556991.425433192
0,19,0.015625,1556991.425433192,0.015625,1556991.425433192
0,20,0.015625,1556991.425433192,0.015625,1556991.425433192
0,21,0.015625,1556991.425433192,0.015625,1556991.425433192
0,22,0.015625,1556991.425433192,0.015625,1556991.425433192
0,23,0.015625,1551305.5642861896,0.015625,1551305.5642861896
0,24,0.015625,1551305.5642861896,0.015625,1551305.5642861896
0,25,0.015625,1551305.5642861896,0.015625,1551305.5642861896
0,26,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,27,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,28,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,29,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,30,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,31,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,32,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,33,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,34,0.015625,1518574.7547563417,0.015625,1518574.7547563417
0,35,0.015625,1517902.4502838666,0.015625,1517902.4502838666
0,36,0.015625,1517902.4502838666,0.015625,1517902.4502838666
0,37,0.015625,1517902.4502838666,0.015625,1517902.4502838666
0,38,0.015625,1512316.89030585,0.015625,1512316.89030585
0,39,0.015625,1502026.9188760952,0.015625,1502026.9188760952
0,40,0.015625,1502026.9188760952,0.015625,1502026.9188760952
0,41,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,42,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,43,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,44,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,45,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,46,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,47,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,48,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,49,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,50,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,51,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,52,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,53,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,54,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,55,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,56,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,57,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,58,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,59,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,60,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,61,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,62,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,63,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,64,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,65,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,66,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,67,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,68,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,69,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,70,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,71,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,72,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,73,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,74,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,75,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,76,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,77,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,78,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,79,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,80,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,81,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,82,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,83,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,84,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,85,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,86,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,87,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,88,0.015625,1489861.6365966438,0.015625,1489861.6365966438
0,89,0.015625,1489861.6365966438,0.015625,1489861.6365966438
