Restart,Iteration,RunTime,Distance,RunTimeSinceBeginningOfRun,BestDistance
Description =  
Restart,Iteration,RunTime,Distance
0,0,0.0,1721537.4691782347,0.0,1637303.6984929224
0,1,0.0,1664685.18879258,0.0,1637303.6984929224
0,2,0.0,1664685.18879258,0.0,1637303.6984929224
0,3,0.0,1659412.7652465655,0.0,1637303.6984929224
0,4,0.0,1659412.7652465655,0.0,1637303.6984929224
0,5,0.0,1659412.7652465655,0.0,1637303.6984929224
0,6,0.0,1641275.8234847155,0.0,1637303.6984929224
0,7,0.0,1641275.8234847155,0.0,1637303.6984929224
0,8,0.0,1617159.1001237445,0.0,1617159.1001237445
0,9,0.0,1613142.896170704,0.0,1613142.896170704
0,10,0.0,1610544.4917648816,0.0,1610544.4917648816
0,11,0.0,1604858.6306178793,0.0,1604858.6306178793
0,12,0.0,1578509.0110128406,0.0,1578509.0110128406
0,13,0.0,1578509.0110128406,0.0,1578509.0110128406
0,14,0.0,1578509.0110128406,0.0,1578509.0110128406
0,15,0.0,1578509.0110128406,0.0,1578509.0110128406
0,16,0.0,1578509.0110128406,0.0,1578509.0110128406
0,17,0.0,1578509.0110128406,0.0,1578509.0110128406
0,18,0.0,1543570.9325147087,0.0,1543570.9325147087
0,19,0.015625,1543570.9325147087,0.015625,1543570.9325147087
0,20,0.015625,1543570.9325147087,0.015625,1543570.9325147087
0,21,0.015625,1543570.9325147087,0.015625,1543570.9325147087
0,22,0.015625,1536533.4623989544,0.015625,1536533.4623989544
0,23,0.015625,1533240.065776775,0.015625,1533240.065776775
0,24,0.015625,1533240.065776775,0.015625,1533240.065776775
0,25,0.015625,1533240.065776775,0.015625,1533240.065776775
0,26,0.015625,1533240.065776775,0.015625,1533240.065776775
0,27,0.015625,1533240.065776775,0.015625,1533240.065776775
0,28,0.015625,1533240.065776775,0.015625,1533240.065776775
0,29,0.015625,1510676.3664773786,0.015625,1510676.3664773786
0,30,0.015625,1505274.848152779,0.015625,1505274.848152779
0,31,0.015625,1505274.848152779,0.015625,1505274.848152779
0,32,0.015625,1505274.848152779,0.015625,1505274.848152779
0,33,0.015625,1505274.848152779,0.015625,1505274.848152779
0,34,0.015625,1505274.848152779,0.015625,1505274.848152779
0,35,0.015625,1505274.848152779,0.015625,1505274.848152779
0,36,0.015625,1505274.848152779,0.015625,1505274.848152779
0,37,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,38,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,39,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,40,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,41,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,42,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,43,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,44,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,45,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,46,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,47,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,48,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,49,0.015625,1483413.4920438558,0.015625,1483413.4920438558
0,50,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,51,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,52,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,53,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,54,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,55,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,56,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,57,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,58,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,59,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,60,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,61,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,62,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,63,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,64,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,65,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,66,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,67,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,68,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,69,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,70,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,71,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,72,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,73,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,74,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,75,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,76,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,77,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,78,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,79,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,80,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,81,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,82,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,83,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,84,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,85,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,86,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,87,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,88,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,89,0.015625,1480677.3798009837,0.015625,1480677.3798009837
0,90,0.015625,1480677.3798009837,0.015625,1480677.3798009837
