RunNo,Restart,Cost,Time,InitialSolutionGenerationTime,Iterations,HeuristicCalls,HeuristicQueenCalls,AvgNumIterationsBeforeLocalMinima
0,293,0,36.5,0.03125,14686,29372,1571402,44.6
1,107,0,14.171875,0.0,5246,10492,561322,42.46875
2,548,0,76.015625,0.0625,27042,54084,2893494,43.523809523809526
3,418,0,57.265625,0.015625,20764,41528,2221748,43.864583333333336
4,2,0,0.390625,0.0,126,252,13482,45.5
5,626,0,83.9375,0.03125,30857,61714,3301699,43.82222222222222
6,629,0,86.1875,0.09375,31110,62220,3328770,43.45751633986928
7,263,0,34.484375,0.046875,12938,25876,1384366,43.75903614457831
8,456,0,63.78125,0.046875,22555,45110,2413385,43.97540983606557
9,346,0,45.578125,0.0625,17074,34148,1826918,43.31182795698925
10,119,0,15.734375,0.0,5924,11848,633868,43.903225806451616
11,286,0,40.65625,0.015625,14083,28166,1506881,43.25609756097561
12,1000,5,136.84375,0.140625,49599,99198,5307093,43.68695652173913
13,6,0,0.984375,0.0,355,710,37985,0
14,226,0,30.171875,0.03125,11155,22310,1193585,43.435483870967744
15,90,0,11.9375,0.015625,4467,8934,477969,42.45454545454545
16,418,0,56.921875,0.109375,20713,41426,2216291,43.84905660377358
17,250,0,33.09375,0.015625,12383,24766,1324981,43.39344262295082
18,312,0,41.46875,0.0,15427,30854,1650689,43.92045454545455
19,46,0,6.453125,0.0,2293,4586,245351,40.55555555555556
20,11,0,1.671875,0.0,577,1154,61739,41.0
21,211,0,29.734375,0.015625,10448,20896,1117936,44.32258064516129
22,444,0,62.0,0.0625,21929,43858,2346403,43.86290322580645
23,459,0,61.796875,0.078125,22648,45296,2423336,43.442622950819676
24,89,0,11.828125,0.0,4466,8932,477862,44.36842105263158
25,9,0,1.265625,0.0,479,958,51253,43.5
26,909,0,121.03125,0.078125,44817,89634,4795419,43.76377952755905
27,130,0,17.328125,0.015625,6408,12816,685656,43.75609756097561
28,1000,4,136.59375,0.078125,49146,98292,5258622,42.99632352941177
29,31,0,4.3125,0.0,1587,3174,169809,42.666666666666664
30,208,0,27.5625,0.046875,10284,20568,1100388,43.73684210526316
31,206,0,27.234375,0.03125,10239,20478,1095573,44.1
32,1000,5,136.546875,0.03125,49366,98732,5282162,43.64150943396226
33,35,0,4.9375,0.015625,1801,3602,192707,42.0
34,151,0,20.359375,0.015625,7569,15138,809883,44.36666666666667
35,161,0,21.984375,0.03125,7943,15886,849901,43.770833333333336
36,598,0,80.25,0.078125,29509,59018,3157463,43.51898734177215
37,101,0,13.234375,0.0,4983,9966,533181,43.91428571428571
38,421,0,58.984375,0.046875,20882,41764,2234374,44.211009174311926
39,81,0,10.859375,0.0,4033,8066,431531,43.42857142857143
40,414,0,55.125,0.015625,20461,40922,2189327,43.443396226415096
41,310,0,41.0625,0.015625,15386,30772,1646302,44.20987654320987
42,220,0,29.4375,0.0,10910,21820,1167370,44.016949152542374
43,190,0,25.5625,0.015625,9385,18770,1004195,43.910714285714285
44,220,0,30.0625,0.015625,10951,21902,1171757,43.673469387755105
45,30,0,4.53125,0.0,1540,3080,164780,43.0
46,212,0,30.984375,0.03125,10464,20928,1119648,43.054545454545455
47,1000,3,135.8125,0.09375,49232,98464,5267824,43.38545454545454
48,689,0,90.671875,0.109375,33972,67944,3635004,43.97487437185929
49,94,0,12.828125,0.03125,4668,9336,499476,44.392857142857146
50,563,0,77.0,0.09375,27732,55464,2967324,43.27450980392157
51,101,0,13.671875,0.0,5006,10012,535642,43.766666666666666
52,219,0,28.484375,0.015625,10774,21548,1152818,43.26984126984127
53,130,0,17.0625,0.03125,6481,12962,693467,43.55172413793103
54,39,0,5.1875,0.0,1927,3854,206189,43.785714285714285
55,37,0,5.140625,0.0,1848,3696,197736,43.07692307692308
56,131,0,17.265625,0.015625,6478,12956,693146,43.925
57,1000,3,135.75,0.0625,49478,98956,5294146,43.78260869565217
58,983,0,130.515625,0.1875,48639,97278,5204373,43.96442687747036
59,1000,2,135.859375,0.109375,49402,98804,5286014,43.823970037453186
60,168,0,22.078125,0.03125,8385,16770,897195,43.916666666666664
61,560,0,73.40625,0.0625,27526,55052,2945282,43.51204819277108
62,1000,4,135.546875,0.03125,49201,98402,5264507,43.46289752650177
63,1000,6,133.546875,0.078125,49363,98726,5281841,43.457364341085274
64,1000,5,135.328125,0.09375,49373,98746,5282911,43.64393939393939
65,464,0,60.515625,0.03125,22807,45614,2440349,42.10526315789474
66,910,0,121.546875,0.09375,45031,90062,4818317,43.477064220183486
67,694,0,93.796875,0.0625,34262,68524,3666034,43.43888888888889
68,1000,2,131.640625,0.09375,49267,98534,5271569,43.58273381294964
69,285,0,37.828125,0.015625,14025,28050,1500675,43.1
70,318,0,45.359375,0.03125,15646,31292,1674122,43.125
71,231,0,30.578125,0.03125,11360,22720,1215520,43.51428571428571
72,770,0,101.0,0.078125,37840,75680,4048880,43.62173913043478
73,317,0,41.984375,0.03125,15651,31302,1674657,43.29761904761905
74,976,0,135.15625,0.09375,48214,96428,5158898,43.66798418972332
75,132,0,17.609375,0.015625,6600,13200,706200,43.93103448275862
76,126,0,17.1875,0.015625,6184,12368,661688,42.9
77,554,0,73.75,0.078125,27374,54748,2929018,43.722972972972975
78,250,0,34.109375,0.0,12375,24750,1324125,44.166666666666664
79,874,0,123.90625,0.078125,43192,86384,4621544,43.76419213973799
80,231,0,30.5625,0.015625,11465,22930,1226755,44.306451612903224
81,789,0,105.75,0.078125,38978,77956,4170646,43.96279069767442
82,1000,1,139.09375,0.078125,49514,99028,5297998,43.852
83,428,0,52.546875,0.015625,21237,42474,2272359,43.81553398058252
84,179,0,22.015625,0.015625,8905,17810,952835,43.79545454545455
85,30,0,4.078125,0.0,1548,3096,165636,44.6
86,969,0,122.5,0.09375,47839,95678,5118773,43.90909090909091
